ลำดับ (Item No.),รายละเอียดเครื่องมือ (Description),ช่วงการวัด (Range),ความสามารถการวัด (CMC / Uncertainty),ราคาค่าบริการ (Price),หมายเหตุ (Remark),รหัสบริการ (Code),ฝ่ายงานจริง (Actual Department),ราคาตัวเลข (Price Numeric),ฝ่ายงานที่ทำนาย (Predicted Department),รหัสกลุ่มคลัสเตอร์ (Cluster ID),คำสำคัญของกลุ่มคลัสเตอร์ (Cluster Keywords)
90.0,Check Master/ Step Gauge,0 to 1020 mm,"Q[0.20 µm, 7.7E-06 L]","15,660/piece",Cal. By Laser Interferometer,08051 - 10203,Dimensional Metrology Department,15660.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
91.0,Gear standard  Spur gear  :  Profile slope deviation,25 to 400 mm,1.0 to 3.0 µm,"7,880/piece",Cal. by Coordinate Measuring Machine,08051 - 10301,Dimensional Metrology Department,7880.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
92.0,Gear standard  Spur gear  :   Profile slope deviation,up to 45o,1.0 to 2.0 µm,"7,880/piece",Cal. by Coordinate Measuring Machine,08051 - 10401,Dimensional Metrology Department,7880.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
93.0,Spur gear : Pitch,up to 400 mm,2.0 µm,"7,880/piece",Cal. by Coordinate Measuring Machine,08051 - 10501,Dimensional Metrology Department,7880.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
94.0,Bevel Gear : form deviation,up to 300 mm,2.0 µm,"7,880/piece",Cal. by Coordinate Measuring Machine,08051 - 10601,Dimensional Metrology Department,7880.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
95.0,Ball Plate,up to 1000 mm,"Q[0.26 µm, 1.9E-06 L]","36,000/piece",Cal. by Coordinate Measuring Machine with Laser Interferometer,08051 - 10701,Dimensional Metrology Department,36000.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
96.0,2-D Coordinate (Hole Plate),Up to 1000 mm,"Q[0.25 µm, 0.42E-6L]","106,250/piece",Swing-round method and laser interferometer integrated with CMM,08051 - 10702,Dimensional Metrology Department,106250.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
97.0,Depth Micro-Checker,0 to 150 mm,"Q[0.68 µm, 1.1E-06 L]","9,000/piece",Cal. by Coordinate Measuring Machine,08051 - 10801,Dimensional Metrology Department,9000.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
98.0,Depth Micro-Checker,0 to 300 mm,"Q[0.68 µm, 1.1E-06 L]","11,250/piece",Cal. by Coordinate Measuring Machine,08051 - 10802,Dimensional Metrology Department,11250.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
99.0,Depth Micro-Checker,0 to 150 mm,"Q[0.48 µm, 0.67E-06 L]","10,625/piece",Cal. by substitution method using CMM,08051 - 10803,Dimensional Metrology Department,10625.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
100.0,Inside Micro-Checker,0 to 300 mm,"Q[0.20 µm, 7.7E-07 L]","10,660/piece",Cal. by Laser Interferometer,08051 - 10901,Dimensional Metrology Department,10660.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
101.0,Inside Micro-Checker,0 to 600 mm,"Q[0.20 µm, 7.7E-07 L]","13,160/piece",Cal. by Laser Interferometer,08051 - 10902,Dimensional Metrology Department,13160.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
102.0,Inside Micro-Checker,0 to 1020 mm,"Q[0.20 µm, 7.7E-07 L]","15,660/piece",Cal. by Laser Interferometer,08051 - 10903,Dimensional Metrology Department,15660.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
103.0,Caliper Checker/ Vernier Checker,0 to 300 mm,"Q[0.20 µm, 7.7E-06 L]","10,660/piece",Cal. by Laser Interferometer,08051 - 11001,Dimensional Metrology Department,10660.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
104.0,Caliper Checker/ Vernier Checker,0 to 600 mm,"Q[0.20 µm, 7.7E-06 L]","13,160/piece",Cal. by Laser Interferometer,08051 - 11002,Dimensional Metrology Department,13160.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
105.0,Caliper Checker/ Vernier Checker,0 to 1020 mm,"Q[0.20 µm, 7.7E-06 L]","15,660/piece",Cal. by Laser Interferometer,08051 - 11003,Dimensional Metrology Department,15660.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
106.0,3-D Artifacts,"Up to X×Y×Z
(1200×1000×700) mm","Q[0.70 µm, 2.30E-6 L]","2,500 + 900/parameter or depend on drawing",Direct measurement by CMM,08051 - 11011,Dimensional Metrology Department,2500.0,Mechanical  Metrology Department,0,"gauge, calibration, testing, machine, laser"
231.0,NIMT Reference Wall,Up to 8.5 m,"Q[3.52 um, 0.22E-6 L] ","112,550/Set",Interferometer,08051 - 11021,Dimensional Metrology Department,112550.0,Mechanical  Metrology Department,0,"gauge, calibration, testing, machine, laser"
232.0,"Calibration of Standard of Arm CMM
(Sphere Ball Beam)",Up to 2.0 m,"Q[0.98 um, 2.01E-06L]","27,550/piece",Re-position measurement by CMM,08051 - 11031,Dimensional Metrology Department,27550.0,Dimensional Metrology Department,4,"standard, solution, mass, set, ph"
233.0,"Articulated Arm Coordinate Measuring Machines,
(AACMM) using tactile probes verification",Up to 2.5 m,"0.06 um, for probing test

Q[1.00 um, 2.32E-06L]
for length measurement
erro","75,050/piece",ISO10360-12,08051 - 11041,Dimensional Metrology Department,75050.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
2501.0,Laser Tracker,Up to 30 m,"Q[3.9 ?m, 1.0E-06L]","87,500",ISO 10360-10: 2021,08051-11051,Dimensional Metrology Department,87500.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
203.0,Optical Parallel : Flatness,max. dia. 60 mm,0.02 um,"1,600/piece","Cal. by Flatness Interferometer, 
Universal Length Measuring Machine (ULM) and/or  
Gauge Block Comparator (GBC)",08061 - 10101,Dimensional Metrology Department,1600.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
204.0,Optical Parallel : Parallelism,max. dia. 60 mm,"ULM : Q[0.060 um, 6.48E-06 P]

GBC : 0.080 um","1,600/piece","Cal. by Flatness Interferometer, 
Universal Length Measuring Machine (ULM) and/or  
Gauge Block Comparator (GBC)
where P representing measured parallelism of the optical parallel",08061 - 10101,Dimensional Metrology Department,1600.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
205.0,Optical Parallel : Thickness,max. dia. 60 mm,0.15 um,"1,600/piece","Cal. by Flatness Interferometer, 
Universal Length Measuring Machine (ULM) and/or  
Gauge Block Comparator (GBC)
where L representing nominal thickness of the optical parallel",08061 - 10101,Dimensional Metrology Department,1600.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
107.0,Optical Flat,max. dia. 60 mm,20 nm,"2,500/piece",Cal. by Flatness Interferometer,08061 - 10201,Dimensional Metrology Department,2500.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
108.0,Optical Flat,max. dia. 300 mm,"Q[37 nm, 2E-09 F]","7,500/piece",Cal. by Non-contact measurement using Flatness Interferometer,08061 - 10202,Dimensional Metrology Department,7500.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
109.0,Transmission Flat/Reference Flat,max. dia. 300 mm,"Q[25 nm, 2.0E-06 F]","11,500/piece",Absolute Flatness calibration by 3-Flat Test method,08061 - 10203,Dimensional Metrology Department,11500.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
110.0,"Glass Hemisphere
Roundness specimen (High precision)",dia. Up to 355 mm,"Q[8.0 nm, 8.0E-03 R]","11,500/piece","Error seperation technique by multistep method (Stylus-on-spindle)
where R representing roundness value
Soft file of measurement result charge +2500 baht/file",08061 - 10301,Dimensional Metrology Department,11500.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
111.0,Roundness of specimen/workpiece,dia. Up to 355 mm,"Q[11.1 nm, 1.1E-02 R]","7,530/piece","Soft file of measurement result charge +2500 baht/file
where R representing measured value of roundness",08061 - 10401,Dimensional Metrology Department,7530.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
112.0,"Cylinder/Cylindrical standard
- Cylindricity","Height up to 500 mm 
Diameter up to 300 mm 
Maximum runout: 2.06 mm","Q[0.16 µm, 1.17E-06 H]","7,530","Direct measurement by Roundness Measuring Instrument
where H representing measured height of the cylinder",08061 - 10402,Dimensional Metrology Department,7530.0,Dimensional Metrology Department,4,"standard, solution, mass, set, ph"
113.0,"Cylinder/Cylindrical standard
- Straightness","Height up to 500 mm 
Diameter up to 300 mm 
Maximum runout: 2.06 mm","Q[77 nm, 0.10E-06 L]","7,530","Direct measurement by Roundness Measuring Instrument based on Reversal method
where L representing travel length",08061 - 10403,Dimensional Metrology Department,7530.0,Dimensional Metrology Department,4,"standard, solution, mass, set, ph"
114.0,"Cylinder/Cylindrical standard
- Parallelism","Height up to 500 mm 
Diameter up to 300 mm 
Maximum runout: 2.06 mm","Q[0.16 µm, 1.2E-06 H]","7,530","Direct measurement by Roundness Measuring Instrument
where H representing measured height of the cylinder",08061 - 10404,Dimensional Metrology Department,7530.0,Dimensional Metrology Department,4,"standard, solution, mass, set, ph"
115.0,"Cylinder/Cylindrical standard
- Squareness","Height up to 500 mm 
Diameter up to 300 mm 
Maximum runout: 2.06 mm","Q[0.40 µm, 1.2E-06 H]","7,530","Direct measurement by Roundness Measuring Instrument
where H representing measured height of the cylindrical square",08061 - 10405,Dimensional Metrology Department,7530.0,Dimensional Metrology Department,4,"standard, solution, mass, set, ph"
116.0,Harmonic Standard,"Up to 80 mm
(Diameter up to 300 mm, Height up to 500 mm)","Q[53 nm, 8.0E-3 R]","7,530/range",Direct measurement by roundness measuring instrument (TR595H machine),08061 - 10406,Dimensional Metrology Department,7530.0,Electrical  Metrology Department,4,"standard, solution, mass, set, ph"
117.0,"Roughness Specimen (Type A), Step Height",25 nm to 32 um,"Q[6.7 nm, 5.6E-03 Zm]","5,030/step","Contact measurement by Roughness (stylus) Measuring Instrument
where d representing depth",08061 - 10501,Dimensional Metrology Department,5030.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
118.0,"Roughness Specimen (Type A), Step Height",10 nm  to 0.1 um,"Q[6.0 nm, 0.20 Zm]","6,280/step","Non-contact measurement using Interference Microscope
where d representing depth ",08061 - 10502,Dimensional Metrology Department,6280.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
119.0,"Roughness Specimen (Type C or Type D), Roughness Specimen",25 nm to 32 um,"Ra: Q[9 nm, 5.6E-03 Zm]","7,530/range","Contact measurement by Roughness (stylus) Measuring Instrument
where Ra, Rz and Sm representing roughness value",08061 - 10601,Dimensional Metrology Department,7530.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
120.0,"Roughness Specimen (Type C or Type D), Roughness Specimen",25 nm to 32 um,"Rz: Q[21 nm, 8.8 E-03 Zm]","7,530/range","Contact measurement by Roughness (stylus) Measuring Instrument
where Ra, Rz and Sm representing roughness value",08061 - 10602,Dimensional Metrology Department,7530.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
121.0,"Roughness Specimen (Type C or Type D), Roughness Specimen",25 nm to 32 um,"Rsm: Q[0.58 um, 20E-03 Sm]","7,530/range","Contact measurement by Roughness (stylus) Measuring Instrument
where Ra, Rz and Sm representing roughness value",08061 - 10603,Dimensional Metrology Department,7530.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
123.0,Roughness specimen (Areal parameter),0.01 um to 3 um,"Sa: Q[30 nm, 7.3E-03 Zm]","7,530/range","Non-contact measurement using Interference Microscope
where Zm representing measured value",08061 - 10611,Dimensional Metrology Department,7530.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
124.0,Roughness specimen (Areal parameter),0.01 um to 3 um,"Sq: Q[31 nm, 7.3E-03 Zm]","7,530/range","Non-contact measurement using Interference Microscope
where Zm representing measured value",08061 - 10612,Dimensional Metrology Department,7530.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
125.0,Roughness specimen (Areal parameter),0.01 um to 7 um,"Sa: Q[52 nm, 7.3E-3 Zm]","7,530/range","Non-contact and Direct measurement using 3D Measuring Laser Microscope
where Zm representing measured value",08061 - 10621,Dimensional Metrology Department,7530.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
126.0,Roughness specimen (Areal parameter),0.01 um to 7 um,"Sz: Q[166 nm, 1.1E-2 Zm]","7,530/range","Non-contact measurement using 3D Measuring Laser Microscope
where Zm representing measured value",08061 - 10622,Dimensional Metrology Department,7530.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
236.0,Flatness Tester,,³ 40 nm,"200,000/ea.","The flatness tester system, reference flat, software, including training",08061 - 10701,Dimensional Metrology Department,200000.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
127.0,Step height / depth standard,1 nm to 100 nm,"Q[0.73 nm, 1.8E-06 Zm]","11,500/piece",Measurement by Metrological Nanomeasuring and Nanopositioning Machine ,08061 - 10901,Dimensional Metrology Department,11500.0,Dimensional Metrology Department,4,"standard, solution, mass, set, ph"
128.0,Pitch standard,0.1 um to 100 um,"Q[3.4 nm, 2.9E-3 Pm]","11,500/piece",Measurement by Metrological Nanomeasuring and Nanopositioning Machine ,08061 - 11001,Dimensional Metrology Department,11500.0,Dimensional Metrology Department,4,"standard, solution, mass, set, ph"
129.0,Radius of curvature,up to 600 mm,"Q[0.75 um, 2.2E-05 L]","2,530","Non-contact measurement using Fizeau interferometer
where L representing measured radius of curvature",08061 - 11101,Dimensional Metrology Department,2530.0,Mechanical  Metrology Department,0,"gauge, calibration, testing, machine, laser"
130.0,Sphericity and form error of spherical part,F/#: 10.7,23 nm,"7,530/piece",Non-contact measurement using Fizeau interferometer,08061 - 11102,Dimensional Metrology Department,7530.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
131.0,Lens : Sag,Aperture: 100 mm,1 um,"2,530/piece",Non-contact measurement using Fizeau interferometer,08061 - 11103,Dimensional Metrology Department,2530.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
132.0,Lens : Focal length,"Concave radius: up to 600 mm
Convex radius: up to 600 mm",(7.87 + 0.47E-03 F) um,"3,780/piece","Non-contact measurement using Fizeau Interferometer
where F representing calculated focal length
Reflective Index (n) of a lens is required",08061 - 11201,Dimensional Metrology Department,3780.0,Dimensional Metrology Department,0,"gauge, calibration, testing, machine, laser"
133.0,Lens : Opthalmic power,"Concave radius: up to 600 mm
Convex radius: up to 600 mm",(0.0006 + 0.0005 D) m-1,"3,780/piece","Non-contact measurement using Fizeau Interferometer
where D representing calculated ophthalmic power
Reflective Index (n) of a lens is required",08061 - 11202,Dimensional Metrology Department,3780.0,Dimensional Metrology Department,7,"meter, power, phase, ac, wattmeter"
